session,date,month,day,year,title,keywords,kw_1,kw_2,kw_3,kw_4,kw_5,kw_6,kw_7,kw_8,kw_9,kw_10
119.0,"July 29, 2025",7.0,29,2025,PERSPECTIVES ON REAUTHORIZATION OF THE  U.S. GRAIN STANDARDS ACT,agriculture nutrition; forests act; farm bureau; nutrition forestry; USDA; 2025 statements; grain; tribal consultation; american farmers; advance appropriations,agriculture nutrition,forests act,farm bureau,nutrition forestry,USDA,2025 statements,grain,tribal consultation,american farmers,advance appropriations
118.0,"February 16, 2023",2.0,16,2023,BRINGING TRANSPARENCY AND ACCOUNTABILITY TO PHARMACY BENEFIT MANAGERS,FDA; department transportation; president's budget; tariffs; pharmacy benefit; reservations; government accountability; bureau; md; utilization,FDA,department transportation,president's budget,tariffs,pharmacy benefit,reservations,government accountability,bureau,md,utilization
118.0,"February 15, 2023",2.0,15,2023,THE FEDERAL AVIATION ADMINISTRATION'S NOTAM SYSTEM FAILURE AND ITS IMPACTS ON A RESILIENT NATIONAL AIRSPACE,faa; missouri; department transportation; mitigation; pursuant notice; important hearing; air traffic; reservations; legislative; hrg 118,faa,missouri,department transportation,mitigation,pursuant notice,important hearing,air traffic,reservations,legislative,hrg 118
118.0,"February 14, 2023",2.0,14,2023,"NOMINATION OF GIGI B. SOHN, NOMINEE TO BE A COMMISSIONER, FEDERAL COMMUNICATIONS COMMISSION",nomination; department transportation; trade commission; south dakota; reservations; sohn; harris; hrg 118; deputy secretary; legislative,nomination,department transportation,trade commission,south dakota,reservations,sohn,harris,hrg 118,deputy secretary,legislative
118.0,"February 9, 2023",2.0,9,2023,STRENGTHENING AIRLINE OPERATIONS  AND CONSUMER PROTECTIONS,department transportation; reservations; regulatory; airlines; tariffs; executive order; amtrak; south dakota; printed; cruz,department transportation,reservations,regulatory,airlines,tariffs,executive order,amtrak,south dakota,printed,cruz
118.0,"June 9, 2024",6.0,9,2024,PENDING LEGISLATION,natural resources; executive branch; EPA; forest service; wyoming; regulations; doi org; renewable energy; USDA; hrg 118,natural resources,executive branch,EPA,forest service,wyoming,regulations,doi org,renewable energy,USDA,hrg 118
118.0,na,,na,na,"THE OPPORTUNITIES, RISKS, AND CHALLENGES ASSOCIATED WITH GROWTH IN DEMAND FOR ELECTRIC POWER IN THE UNITED STATES",renewable energy; department energy; energy security; tariffs; additional funding; EPA; navajo nation; executive branch; natural resources; 2023 __________,renewable energy,department energy,energy security,tariffs,additional funding,EPA,navajo nation,executive branch,natural resources,2023 __________
118.0,na,,na,na,THE PRESIDENT'S BUDGET REQUEST FOR THE U.S. FOREST SERVICE FOR FISCAL YEAR 2025,president's budget; forestry; department energy; natural resources; year 2022; executive branch; additional funding; EPA; renewable energy; wyoming,president's budget,forestry,department energy,natural resources,year 2022,executive branch,additional funding,EPA,renewable energy,wyoming
118.0,"May 13, 2024",5.0,13,2024,THE PRESIDENT'S BUDGET REQUEST FOR THE NATIONAL PARK SERVICE FOR FISCAL YEAR 2025 AND PENDING LEGISLATION,natural resources; president's budget; department energy; park; doi org; executive branch; EPA; renewable energy; manchin; mr powell,natural resources,president's budget,department energy,park,doi org,executive branch,EPA,renewable energy,manchin,mr powell
118.0,"May 2, 2024",5.0,2,2024,THE PRESIDENT'S BUDGET REQUEST FOR THE U.S. DEPARTMENT OF THE INTERIOR FOR FISCAL YEAR 2025,president's budget; renewable energy; department energy; idaho; 2023 __________; natural resources; EPA; appropriations; executive branch; usda,president's budget,renewable energy,department energy,idaho,2023 __________,natural resources,EPA,appropriations,executive branch,usda
118.0,na,,na,na,THE PRESIDENT'S BUDGET REQUEST FOR THE U.S. DEPARTMENT OF ENERGY FOR FISCAL YEAR 2025,renewable energy; president biden; drug prices; president's budget; oil gas; department energy; tariffs; energy security; affordable housing; inflation reduction,renewable energy,president biden,drug prices,president's budget,oil gas,department energy,tariffs,energy security,affordable housing,inflation reduction
118.0,na,,na,na,THE FEDERAL AND NON-FEDERAL ROLE OF ASSESSING CYBER THREATS TO AND VULNERABILITIES OF CRITICAL WATER INFRASTRUCTURE IN OUR ENERGY SECTOR,energy security; basin; EPA; critical infrastructure; water resources; department energy; regulated; 2023 https; renewable; idaho,energy security,basin,EPA,critical infrastructure,water resources,department energy,regulated,2023 https,renewable,idaho
118.0,na,,na,na,"CHANG, ROSNER, AND SEE NOMINATIONS",department energy; nominees; regulatory; Natural Gas; manchin; hrg 118; executive branch; renewable energy; EPA; valley bank,department energy,nominees,regulatory,Natural Gas,manchin,hrg 118,executive branch,renewable energy,EPA,valley bank
118.0,na,,na,na,THE FINDINGS AND RECOMMENDATIONS OF THE  WILDLAND FIRE MITIGATION AND MANAGE- MENT COMMISSION,energy security; tribal lands; Natural Gas; EPA; wildfires; hrg 118; department energy; regulated; natural resources; nevada,energy security,tribal lands,Natural Gas,EPA,wildfires,hrg 118,department energy,regulated,natural resources,nevada
118.0,"December 23, 2023",,23,2023,OPPORTUNITIES AND CHALLENGES ASSOCIATED WITH DEVELOPING GEOLOGIC  HYDROGEN IN THE UNITED STATES,hydrogen; natural resources; department energy; idaho; doi org; fossil fuel; EPA; 2023 __________; renewable energy; developments,hydrogen,natural resources,department energy,idaho,doi org,fossil fuel,EPA,2023 __________,renewable energy,developments
118.0,"February 4, 2024",2.0,4,2024,THE ADMINISTRATION'S PAUSE ON LIQUEFIED,Natural Gas; renewable energy; EPA; exports; wyoming; department energy; coal; hrg 118; natural resources; reactors,Natural Gas,renewable energy,EPA,exports,wyoming,department energy,coal,hrg 118,natural resources,reactors
118.0,"January 11, 2024",1.0,11,2024,FEDERAL ELECTRIC VEHICLE INCENTIVES INCLUD- ING THE FEDERAL GOVERNMENT'S ROLE IN  FOSTERING RELIABLE AND RESILIENT ELECTRIC  VEHICLE SUPPLY CHAINS,department energy; electric vehicles; regulatory; tariffs; additional funding; renewable energy; amtrak; EPA; infrastructure law; energy security,department energy,electric vehicles,regulatory,tariffs,additional funding,renewable energy,amtrak,EPA,infrastructure law,energy security
118.0,"October 1, 1994",10.0,1,1994,PENDING LEGISLATION,natural resources; executive branch; hrg 118; department energy; idaho; EPA; pursuant notice; renewable energy; doi org; regulations,natural resources,executive branch,hrg 118,department energy,idaho,EPA,pursuant notice,renewable energy,doi org,regulations
118.0,"November 30, 2023",11.0,30,2023,OPPORTUNITIES AND CHALLENGES ASSOCIATED  WITH ADVANCED NUCLEAR REACTOR COMMER- CIALIZATION,reactors; energy security; idaho; hrg 118; nuclear; department energy; natural resources; EPA; doi org; renewable energy,reactors,energy security,idaho,hrg 118,nuclear,department energy,natural resources,EPA,doi org,renewable energy
118.0,na,,na,na,THE IMPLEMENTATION OF FEDERAL COAL MINE LAND RECLAMATION AND ABANDONED COAL MINE LAND ECONOMIC REVITALIZATION PROGRAMS,coal; natural resources; reauthorization; navajo nation; department energy; reclamation; stakeholder; renewable energy; tariffs; EPA,coal,natural resources,reauthorization,navajo nation,department energy,reclamation,stakeholder,renewable energy,tariffs,EPA
118.0,"November 1, 2023",11.0,1,2023,OPPORTUNITIES AND CHALLENGES IN DEPLOYING CARBON CAPTURE UTILIZATION  AND SEQUESTRATION AND DIRECT AIR CAPTURE TECHNOLOGIES ON FEDERAL AND  NON-FEDERAL LANDS,natural resources; executive branch; energy security; EPA; montana; proposal; methane; regulated; navajo nation; coal,natural resources,executive branch,energy security,EPA,montana,proposal,methane,regulated,navajo nation,coal
118.0,"September 
 29, 2023",9.0,29,2023,FEDERAL OFFSHORE ENERGY STRATEGY AND POLICIES,renewable energy; EPA; offshore; executive branch; department energy; navajo nation; Natural Gas; tariffs; energy security; montana,renewable energy,EPA,offshore,executive branch,department energy,navajo nation,Natural Gas,tariffs,energy security,montana
118.0,"November 3, 2023",11.0,3,2023,PENDING LEGISLATION,natural resources; legislative; forest service; department energy; hrg 118; EPA; utilization; mining; permits; assessments,natural resources,legislative,forest service,department energy,hrg 118,EPA,utilization,mining,permits,assessments
118.0,"October 6, 2023",10.0,6,2023,THE DEPARTMENT OF ENERGY'S DUE DILIGENCE  PROCESS FOR AWARDING COMPETITIVE  GRANTS AND LOANS FUNDED THROUGH THE  INFLATION REDUCTION ACT AND THE BIPAR- TISAN INFRASTRUCTURE LAW AND THE DE- PARTMENT'S OVERALL INNOVATION INVEST- MENT STRATEGY,department energy; additional funding; natural resources; renewable energy; inflation reduction; tariffs; valley bank; president's budget; regulated; EPA,department energy,additional funding,natural resources,renewable energy,inflation reduction,tariffs,valley bank,president's budget,regulated,EPA
118.0,na,,na,na,OPPORTUNITIES TO COUNTER THE PEOPLE'S REPUBLIC OF CHINA'S CONTROL OF CRITICAL MINERAL SUPPLY CHAINS THROUGH INCREASED MINING AND PROCESSING  IN THE UNITED STATES AS WELL AS INTERNATIONAL ENGAGEMENT AND TRADE,natural resources; energy security; trade commission; mining; EPA; navajo nation; tariffs; hrg 118; renewable energy; reactors,natural resources,energy security,trade commission,mining,EPA,navajo nation,tariffs,hrg 118,renewable energy,reactors
118.0,"May 
10, 2022",5.0,10,2022,DROUGHT IMPACTS ON DRINKING WATER ACCESS AND WATER AVAILABILITY,drought; water resources; EPA; idaho; water rights; regulated; renewable energy; basin; additional funding; indian water,drought,water resources,EPA,idaho,water rights,regulated,renewable energy,basin,additional funding,indian water
118.0,na,,na,na,RECENT ADVANCES IN ARTIFICIAL INTELLIGENCE AND THE DEPARTMENT OF ENERGY'S ROLE IN ENSURING U.S. COMPETITIVENESS AND SECURITY IN EMERGING TECHNOLOGIES,energy security; idaho; Natural Gas; department energy; EPA; renewable energy; hrg 118; executive branch; intelligence community; doi org,energy security,idaho,Natural Gas,department energy,EPA,renewable energy,hrg 118,executive branch,intelligence community,doi org
118.0,"June 30, 2022",6.0,30,2022,"OPPORTUNITIES FOR CONGRESS TO REFORM THE PROCESS FOR PERMITTING ELECTRIC TRANSMISSION LINES, PIPELINES, AND ENERGY PRODUCTION ON FEDERAL LANDS",department energy; tribal lands; regulatory; 2023 __________; Natural Gas; renewable energy; doi org; pipeline; executive branch; EPA,department energy,tribal lands,regulatory,2023 __________,Natural Gas,renewable energy,doi org,pipeline,executive branch,EPA
118.0,"May 18, 2023",5.0,18,2023,OVERSIGHT OF THE BUREAU OF RECLAMATION  AND PENDING LEGISLATION,EPA; water resources; doi org; renewable energy; valley bank; regulations; department energy; tribal lands; hrg 118; Natural Gas,EPA,water resources,doi org,renewable energy,valley bank,regulations,department energy,tribal lands,hrg 118,Natural Gas
118.0,"March 
 22, 2022",3.0,22,2022,ASSOCIATION AMENDMENTS ACT OF 2023,renewable energy; regulations; EPA; 2023 __________; natural resources; hrg 118; department energy; additional funding; amendments; idaho,renewable energy,regulations,EPA,2023 __________,natural resources,hrg 118,department energy,additional funding,amendments,idaho
118.0,"July 5, 
 2023",7.0,5,2023,PENDING LEGISLATION,natural resources; executive branch; energy security; hrg 118; EPA; forest service; regulations; doi org; navajo nation; USDA,natural resources,executive branch,energy security,hrg 118,EPA,forest service,regulations,doi org,navajo nation,USDA
118.0,"August 
 18, 2022",8.0,18,2022,PENDING LEGISLATION,renewable energy; regulations; EPA; natural resources; hrg 118; doi org; president's budget; energy security; park; department energy,renewable energy,regulations,EPA,natural resources,hrg 118,doi org,president's budget,energy security,park,department energy
118.0,"March 15, 2023",3.0,15,2023,THE FEDERAL RESPONSE TO ESCALATING WILDFIRES AND REFORMS TO LAND MANAGEMENT AND WILDLAND FIRE- FIGHTER RECRUITMENT AND RETENTION,wildfires; department energy; natural resources; navajo nation; responses written; regulated; Natural Gas; west virginia; crop insurance; partisan,wildfires,department energy,natural resources,navajo nation,responses written,regulated,Natural Gas,west virginia,crop insurance,partisan
118.0,na,,na,na,THE RELIABILITY AND RESILIENCY OF ELECTRIC SERVICE IN THE UNITED STATES IN LIGHT OF RECENT RELIABILITY ASSESSMENTS AND ALERTS,department energy; reliability; renewable energy; idaho; EPA; energy security; hrg 118; shortages; natural resources; sustainment,department energy,reliability,renewable energy,idaho,EPA,energy security,hrg 118,shortages,natural resources,sustainment
118.0,"May 8, 2023",5.0,8,2023,OPPORTUNITIES FOR CONGRESS TO REFORM THE PERMITTING PROCESS FOR ENERGY AND MINERAL PROJECTS,renewable energy; permitting; president's budget; doi org; idaho; natural resources; department energy; 2023 __________; EPA; need make,renewable energy,permitting,president's budget,doi org,idaho,natural resources,department energy,2023 __________,EPA,need make
118.0,na,,na,na,THE PRESIDENT'S BUDGET REQUEST FOR THE NATIONAL PARK SERVICE FOR FISCAL YEAR 2024,natural resources; president's budget; department energy; park; EPA; renewable energy; montana; pursuant notice; year 2022; doi org,natural resources,president's budget,department energy,park,EPA,renewable energy,montana,pursuant notice,year 2022,doi org
118.0,na,,na,na,OVERSIGHT OF THE FEDERAL ENERGY REGULATORY COMMISSION,department energy; regulatory; natural resources; EPA; energy security; executive branch; idaho; hrg 118; renewable energy; tariffs,department energy,regulatory,natural resources,EPA,energy security,executive branch,idaho,hrg 118,renewable energy,tariffs
118.0,"April 6, 2023",4.0,6,2023,THE PRESIDENT'S BUDGET REQUEST FOR THE U.S. DEPARTMENT OF THE INTERIOR FOR FISCAL YEAR 2024,president's budget; department energy; year 2022; session __________; doi org; natural resources; proposals; budget request; executive branch; fiscal year,president's budget,department energy,year 2022,session __________,doi org,natural resources,proposals,budget request,executive branch,fiscal year
